title,Score,Metascore,Year,Vote,Runtime,Revenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,FilmNoir,History,Horror,Music,Musical,Mystery,Romance,Sci.Fi,Sport,Thriller,War,Western
Santa Sangre,7.7,72.548675537109375,1989,16300,123,NA,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Long Good Friday,7.7,69.98644256591797,1980,16295,114,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lean on Me,7.4,69.69568634033203,1989,16282,108,31.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armour of God II,7.3,63.68183135986328,1991,16271,106,10.44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Matter of Life and Death,8.1,83.52770233154297,1946,16268,104,NA,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kabhi Alvida Naa Kehna,6.1,50.9186897277832,2006,16267,193,3.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Children of Paradise,8.3,78.8553237915039,1945,16265,189,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pledge This!,1.9,21.575151443481445,2006,16256,91,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Postman Always Rings Twice,7.5,81.5041275024414,1946,16255,113,8.33,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Exotica,7.1,67.75059509277344,1994,16238,103,4.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate,7,55.332881927490234,2008,16220,92,0.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Süt Kardesler,9,80.2328109741211,1976,16189,80,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Wanted,6.6,44.32453155517578,2009,16184,147,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Return to the Blue Lagoon,5.1,40.158355712890625,1991,16180,102,2.81,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
For Love and Honour,7.9,65.60260009765625,2007,16155,140,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zulu,6.7,53.42509078979492,2013,16138,110,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kiss Me Deadly,7.7,75.3979721069336,1955,16134,106,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hum Aapke Hain Koun...!,7.6,62.316261291503906,1994,16125,206,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Rugrats Movie,5.9,50.72237777709961,1998,16124,79,100.49,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eyyvah Eyvah,7.1,53.53379821777344,2010,16111,104,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3:10 to Yuma,7.6,78.957122802734375,1957,16109,92,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ripley's Game,6.6,51.553070068359375,2002,16055,110,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kelebegin Rüyasi,7.8,62.86292266845703,2013,16007,138,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Point Blank,7.4,72.37230682373047,1967,15999,92,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mon Oncle,7.8,73.3208236694336,1958,15993,116,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yin shi nan nu,7.8,75.66429138183594,1994,15978,124,7.29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Silver Streak,6.9,59.331581115722656,1976,15971,114,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prozac Nation,6.3,49.59779357910156,2001,15969,95,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bring Me the Head of Alfredo Garcia,7.5,71.57310485839844,1974,15955,112,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklyn,6.2,46.40068054199219,2008,15953,98,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Keinohrhasen,6.6,39.382076263427734,2007,15937,116,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Goliyon Ki Rasleela Ram-Leela,6.4,55.42973709106445,2013,15910,150,2.67,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Pacific Heights,6.4,46.98563003540039,1990,15902,102,29.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Playtime,8,77.86017608642578,1967,15901,115,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foreign Correspondent,7.6,74.25360870361328,1940,15884,120,3.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Kurtlar Vadisi: Irak,5.9,48.81355667114258,2006,15871,122,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lazarus Project,6.2,49.89455795288086,2008,15869,100,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Children,6,42.10635757446289,2008,15869,84,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Death in Venice,7.5,78.3285140991211,1971,15864,130,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Could Never Be Your Woman,6,40.39356994628906,2007,15852,97,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Killing Me Softly,5.5,41.33665084838867,2002,15852,100,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Pat Garrett & Billy the Kid,7.4,78.9237060546875,1973,15847,122,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kongen av Bastøy,7.5,58.85295104980469,2010,15841,116,0.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babettes gæstebud,7.8,77.00121307373047,1987,15837,103,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruising,6.4,50.94589614868164,1980,15827,102,19.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dhoom,6.7,51.888973236083984,2004,15818,129,0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Chase,5.8,41.08363723754883,1994,15791,89,8.01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ai no korîda,6.6,66.73905944824219,1976,15770,109,NA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kes,7.9,83.64081573486328,1969,15768,111,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Issiz Adam,6.8,48.92684555053711,2008,15758,113,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Catch .44,4.6,32.681068420410156,2011,15737,94,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrift,5.1,44.156410217285156,2006,15697,95,NA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Çöpçüler Krali,8.7,75.84906768798828,1977,15668,80,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Krótki film o milosci,8.3,73.44160461425781,1988,15632,87,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Extreme Measures,6.1,44.4649772644043,1996,15627,118,17.31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fear Eats the Soul,8.1,82.25550079345703,1973,15624,92,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Limelight,8.1,90.48397064208984,1952,15623,137,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Thursday,7.2,59.216068267822266,1998,15614,87,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jab Harry Met Sejal,5.4,48.873050689697266,2017,15612,143,1.28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Safety Last!,8.2,90.21623229980469,1923,15609,70,0.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Splendour in the Grass,7.8,80.87320709228516,1961,15603,124,8.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Honeymoon in Vegas,5.8,39.20286560058594,1992,15602,96,35.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Der Schuh des Manitu,6.6,48.80687713623047,2001,15602,87,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Demain tout commence,7.4,62.62022399902344,2016,15591,118,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugly,8.1,67.25218963623047,2013,15562,128,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fritt vilt,6.3,47.61796569824219,2006,15558,97,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Night of the Comet,6.4,57.758968353271484,1984,15542,95,14.42,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dobermann,6.6,50.09788131713867,1997,15534,103,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kiss of Death,5.9,39.387264251708984,1995,15522,101,14.94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lord of the Flies,7,73.22648620605469,1963,15519,92,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Betty Blue,7.4,73.43521881103516,1986,15519,120,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poison Ivy,5.4,46.55884552001953,1992,15504,90,1.83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Once Upon a Time in China,7.4,67.20043182373047,1991,15504,134,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hausu,7.4,78.98673248291016,1977,15475,88,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Public Enemy,7.7,84.412445068359375,1931,15471,83,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hercules in New York,3.2,41.630645751953125,1970,15464,91,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rocket Singh: Salesman of the Year,7.5,60.45228576660156,2009,15457,150,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hababam Sinifi Uyaniyor,8.9,77.226287841796875,1977,15457,94,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Awful Truth,7.9,77.1125259399414,1937,15450,91,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Los Olvidados,8.3,87.019073486328125,1950,15448,85,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheels,9.4,68.27818298339844,2014,15447,115,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Juror,5.6,44.050689697265625,1996,15446,118,22.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Manjhi: The Mountain Man,8,76.87493896484375,2015,15435,120,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle of Midway,6.8,65.31131744384766,1976,15398,132,NA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sonatine,7.6,61.17820358276367,1993,15395,94,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kentucky Fried Movie,6.5,58.46184539794922,1977,15380,83,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sometimes Yes, Sometimes No",7.9,72.06321716308594,1994,15378,158,NA,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Help!,7.3,72.411041259765625,1965,15374,92,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vikram Vedha,8.8,66.09962463378906,2017,15371,147,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Assassination Games,6.2,46.720035552978516,2011,15358,101,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son in Law,5.7,46.37803268432617,1993,15334,95,36.45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
New York Stories,6.4,56.830997467041016,1989,15322,124,10.76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dark Passage,7.6,71.17628479003906,1947,15284,106,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Fire Down Below,5,33.397682189941406,1997,15236,105,16.23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
She's the One,6,47.12104034423828,1996,15226,96,9.45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Un condamné à mort s'est échappé ou Le vent souffle où il veut,8.2,84.40705871582031,1956,15223,101,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prem Ratan Dhan Payo,4.7,38.158748626708984,2015,15220,164,4.36,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Top Hat,7.8,83.09979248046875,1935,15217,101,1.78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Pardon,8.2,66.77374267578125,2005,15181,94,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moby Dick,7.4,78.54362487792969,1956,15169,116,10.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,7.2,58.47216796875,2004,15168,111,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El día de la bestia,7.5,58.70016098022461,1995,15165,103,0.02,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outpost,5.9,44.395206451416016,2008,15162,90,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mou gaan dou II,7.4,61.016265869140625,2003,15161,119,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Voyage,6.8,69.41371154785156,1966,15159,100,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Defending Your Life,7.3,70.23197174072266,1991,15149,112,16.37,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lung hing foo dai,7.1,62.780067443847656,1986,15136,88,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadheera,7.7,60.24267578125,2009,15125,147,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
What's Love Got to Do with It,7.3,71.35589599609375,1993,15121,118,39.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grand Hotel,7.5,85.66939544677734,1932,15118,112,1.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Absentia,5.8,52.27296829223633,2011,15112,87,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Grudge 3,4.8,33.28917694091797,2009,15109,90,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Freier Fall,7.6,59.169681549072266,2013,15105,100,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Misfits,7.4,75.20104217529297,1961,15095,125,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Recep Ivedik 3,4,28.245819091796875,2010,15094,95,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
And Soon the Darkness,5.2,35.964908599853516,2010,15092,91,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
A Passage to India,7.4,68.75696563720703,1984,15086,164,27.19,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Charlotte's Web,6.9,66.79344177246094,1973,15059,94,5.23,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hindi Medium,7.8,67.02313232421875,2017,15052,132,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hour of the Wolf,7.7,85.66548156738281,1968,15049,90,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jungle Fever,6.5,54.32099533081055,1991,15048,132,32.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shrooms,4.7,31.541349411010742,2007,15034,84,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Inferno,6.7,64.06474304199219,1980,15028,106,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Un cuento chino,7.3,60.95325469970703,2011,15018,93,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wazir,7.1,66.298675537109375,2016,15014,103,0.59,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Man on Earth,6.9,76.183074951171875,1964,15009,86,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shadowlands,7.4,69.93335723876953,1993,15005,131,25.84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Englishman Who Went Up a Hill But Came Down a Mountain,6.6,58.322444915771484,1995,15002,99,10.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jai Ho,5.3,45.9471549987793,2014,14994,135,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Baba ve 7 Cüceler,6,40.60757827758789,2015,14989,114,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evangerion shin gekijôban: Jo,7.8,73.9389877319336,2007,14965,98,0.11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Så som i himmelen,7.6,59.653076171875,2004,14961,133,0.01,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shoot the Pianist,7.6,82.4443588256836,1960,14958,80,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Reine Margot,7.5,73.96952056884766,1994,14953,159,2.02,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tystnaden,8,84.87487030029297,1963,14944,96,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hidden,7,56.48379898071289,1987,14938,97,9.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Free Willy 2: The Adventure Home,5,36.3677978515625,1995,14906,95,30.08,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Warrant,5.7,34.84733963012695,1990,14902,89,16.85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Den brysomme mannen,7.4,60.23306655883789,2006,14896,95,NA,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Assassination,6.3,38.718719482421875,2008,14873,93,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Escape Plan II,3.8,30.757667541503906,2018,14868,96,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Red Dog,7.5,60.33195495605469,2011,14865,92,NA,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ask Tesadüfleri Sever,7.3,58.99189758300781,2011,14859,118,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Desperate Measures,6.1,44.28032302856445,1998,14858,100,13.81,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dünyayi Kurtaran Adam'in Oglu,1.9,24.581987380981445,2006,14844,110,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
In the Electric Mist,6.1,40.982234954833984,2009,14824,117,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shivers,6.5,61.42045974731445,1975,14816,87,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
All of Me,6.7,54.81455612182617,1984,14809,93,36.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
My Dinner with Andre,7.8,76.35780334472656,1981,14792,110,5.25,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaminey,7.4,64.43458557128906,2009,14787,130,1.29,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raajneeti,7.1,66.64118194580078,2010,14777,163,1.44,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'uccello dalle piume di cristallo,7.2,75.87567901611328,1970,14752,96,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Baadshah,6.9,51.082271575927734,1999,14741,175,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Bacon,5.9,44.39006423950195,1995,14735,91,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02:22,5.7,46.26944351196289,2017,14734,98,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Boy and His Dog,6.6,64.75980377197266,1975,14725,91,6.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Air Bud,5.2,38.75214385986328,1997,14718,98,24.63,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hum Dil De Chuke Sanam,7.5,60.623809814453125,1999,14714,188,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Topaz,6.3,63.505245208740234,1969,14713,143,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
French Connection II,6.8,63.093971252441406,1975,14706,119,12.48,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Knew Too Much,6.9,75.9638900756836,1934,14704,75,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Shadows and Fog,6.8,62.13184356689453,1991,14701,85,2.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bear,7.7,73.4861068725586,1988,14691,96,31.75,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guzaarish,7.5,71.57440185546875,2010,14690,126,1.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irma la Douce,7.4,71.6451644897461,1963,14672,147,25.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Red Corner,6.3,49.99200439453125,1997,14641,122,22.42,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Onion Movie,6.3,43.51548385620117,2008,14624,86,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book,6,43.928279876708984,1994,14619,111,44.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Chained,6.4,57.01538848876953,2012,14608,94,NA,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaththi,8,64.99906921386719,2014,14604,166,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dagon,6.3,51.32688522338867,2001,14597,95,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Te wu mi cheng,5.9,39.56927490234375,2001,14581,108,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winchester '73,7.7,78.209075927734375,1950,14577,92,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Reef,5.8,45.52656936645508,2010,14573,94,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jeder für sich und Gott gegen alle,7.9,78.80519104003906,1974,14561,110,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Flesh+Blood,6.7,62.81883239746094,1985,14552,126,0.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au Hasard Balthazar,7.9,86.14240264892578,1966,14543,95,0.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Vacances de Monsieur Hulot,7.6,70.2088851928711,1953,14534,114,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gol Maal,8.6,69.67816162109375,1979,14530,120,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Night,8,85.29621887207031,1961,14519,122,0.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gods Must Be Crazy II,6.9,59.79096221923828,1989,14510,98,6.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Phantom of the Opera,7.7,83.4532470703125,1925,14496,93,0.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sivaji,7.5,57.882205963134766,2007,14496,188,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Revenge,6.2,48.79439163208008,1990,14490,124,15.65,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El bar,6.3,62.38090515136719,2017,14472,102,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Heart and Souls,6.9,63.4735221862793,1993,14469,104,16.58,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wuthering Heights,7.7,79.14107513427734,1939,14452,104,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
